epoch,distance,loss,lr,neg_conf,pos_conf,val_distance,val_loss,val_neg_conf,val_pos_conf
0,77.70378112792969,0.14656111598014832,0.001,0.03309553489089012,0.14652645587921143,177.1374053955078,0.027375683188438416,0.0,0.025182049721479416
1,65.56858825683594,0.026420526206493378,0.001,0.004313505720347166,0.021023977547883987,121.66412353515625,0.021557172760367393,0.0,0.013721010647714138
2,47.90159225463867,0.02274898625910282,0.001,0.0035737603902816772,0.01816611923277378,50.8015251159668,0.019224092364311218,0.0,0.026235505938529968
3,24.822067260742188,0.020319785922765732,0.001,0.0032020085491240025,0.03304359316825867,14.938931465148926,0.015736954286694527,0.0,0.05752403661608696
4,13.387674331665039,0.017644759267568588,0.001,0.004832817707210779,0.057130154222249985,24.809160232543945,0.014601195231080055,0.0,0.06929563730955124
5,12.204771041870117,0.016338761895895004,0.001,0.0042413887567818165,0.06308047473430634,28.809160232543945,0.013827805407345295,0.0,0.09576547890901566
6,7.708747386932373,0.014940021559596062,0.001,0.004365977365523577,0.08109432458877563,29.305343627929688,0.014269663952291012,0.0,0.09367114305496216
7,6.479125022888184,0.014450222253799438,0.001,0.00437754625454545,0.08548609167337418,15.076335906982422,0.012799455784261227,0.0,0.08960261195898056
8,4.835984230041504,0.013395271264016628,0.001,0.004631982184946537,0.09169186651706696,8.366412162780762,0.011818935163319111,0.0,0.11441156268119812
9,4.741550922393799,0.013345848768949509,0.001,0.003482530592009425,0.10258360952138901,17.992366790771484,0.011969421058893204,0.0,0.12083646655082703
10,5.550695896148682,0.012967639602720737,0.001,0.005455824546515942,0.10056272149085999,10.427480697631836,0.012146626599133015,0.0,0.10718045383691788
11,4.284294128417969,0.01244884543120861,0.001,0.003776549594476819,0.10373356938362122,15.847328186035156,0.01146903820335865,0.0,0.13160279393196106
12,3.167992115020752,0.012114212848246098,0.001,0.004007844254374504,0.11490937322378159,8.282443046569824,0.011170907877385616,0.0,0.11805837601423264
13,4.135189056396484,0.012494033202528954,0.001,0.004102584905922413,0.11278508603572845,11.442748069763184,0.012019569985568523,0.0,0.11415762454271317
14,3.710735559463501,0.011589564383029938,0.001,0.0044992463663220406,0.12095606327056885,9.946564674377441,0.012647049501538277,0.0,0.13226036727428436
15,3.432405471801758,0.011500291526317596,0.001,0.003448986215516925,0.1316797286272049,7.114503860473633,0.014117221347987652,0.0,0.18746747076511383
16,2.8976142406463623,0.011333320289850235,0.001,0.004209860228002071,0.1273386925458908,6.43511438369751,0.01194697618484497,0.0,0.1273827850818634
17,3.3290257453918457,0.011437403969466686,0.001,0.004394302144646645,0.12626858055591583,12.320611000061035,0.010600808076560497,0.0,0.14180155098438263
18,2.4920477867126465,0.011197961866855621,0.001,0.0026208297349512577,0.1356196254491806,7.122137546539307,0.011397339403629303,0.0,0.16953055560588837
19,2.466202735900879,0.011019326746463776,0.001,0.003497168654575944,0.135811448097229,9.114503860473633,0.012735025957226753,0.0,0.17394131422042847
20,2.3558647632598877,0.010945853777229786,0.001,0.0037461277097463608,0.13697104156017303,5.992366313934326,0.01188709493726492,0.0,0.2031734585762024
21,3.3618290424346924,0.011069497093558311,0.001,0.0034656873904168606,0.14326122403144836,6.572519302368164,0.011579161509871483,0.0,0.218839630484581
22,3.610337972640991,0.01159602776169777,0.001,0.0047464617528021336,0.13231731951236725,14.229007720947266,0.012735206633806229,0.0,0.15741610527038574
23,2.430417537689209,0.010824641212821007,0.001,0.003603633726015687,0.14785179495811462,6.85496187210083,0.013122753240168095,0.0,0.1626976728439331
24,2.3260438442230225,0.010983477346599102,0.001,0.002971948590129614,0.15667058527469635,6.687022686004639,0.01247287169098854,0.0,0.14261171221733093
25,2.29423451423645,0.010472139343619347,0.001,0.006455944385379553,0.14677369594573975,5.206106662750244,0.01139596663415432,0.0,0.16624116897583008
26,2.228628158569336,0.010458367876708508,0.001,0.003282088553532958,0.14770759642124176,7.14503812789917,0.013354401104152203,0.0,0.18272174894809723
27,2.137176990509033,0.01054647471755743,0.001,0.0024301966186612844,0.1524326503276825,7.152671813964844,0.013729268684983253,0.0,0.17719505727291107
28,1.8926441669464111,0.01040791068226099,0.001,0.0025255659129470587,0.152370423078537,8.954198837280273,0.011733796447515488,0.0,0.19340403378009796
29,1.980119228363037,0.010639563202857971,0.001,0.003170417156070471,0.15570276975631714,7.358778476715088,0.012635065242648125,0.0,0.17854474484920502
30,2.4244532585144043,0.010347859933972359,0.001,0.003943313844501972,0.14874520897865295,10.282443046569824,0.012570759281516075,0.0,0.1267254650592804
31,2.166003942489624,0.010442320257425308,0.0005,0.002800554037094116,0.1540929675102234,6.320610523223877,0.012555770576000214,0.0,0.1821296215057373
32,2.019880771636963,0.010054090060293674,0.0005,0.003759169252589345,0.16211159527301788,6.061068534851074,0.012502996250987053,0.0,0.21368764340877533
33,1.904572606086731,0.010107594542205334,0.0005,0.0023050676099956036,0.16582413017749786,5.503816604614258,0.011512256227433681,0.0,0.22348420321941376
34,2.017892599105835,0.00994322169572115,0.0005,0.0032564790453761816,0.17230579257011414,5.969465732574463,0.011923978105187416,0.0,0.19754935801029205
35,1.6341948509216309,0.010011358186602592,0.0005,0.0029971408657729626,0.17502637207508087,5.603053569793701,0.012689294293522835,0.0,0.21901482343673706
36,1.3379721641540527,0.009572448208928108,0.00025,0.0028191653545945883,0.1832248419523239,5.320610523223877,0.01194305345416069,0.0,0.20056688785552979
37,1.5278329849243164,0.009742304682731628,0.00025,0.0023218714632093906,0.17770171165466309,5.748091697692871,0.01235356368124485,0.0,0.22591626644134521
38,1.6650099754333496,0.009538957849144936,0.00025,0.0017811199650168419,0.18598121404647827,5.641221523284912,0.012833201326429844,0.0,0.21606115996837616
39,1.4602385759353638,0.009616430848836899,0.00025,0.0025265864096581936,0.18471014499664307,5.534351348876953,0.011445553973317146,0.0,0.20996305346488953
40,1.7196818590164185,0.00989521574229002,0.00025,0.0012029539793729782,0.18852850794792175,6.717557430267334,0.01370201725512743,0.0,0.22090984880924225
